1e+29,1.0562720801618404e+21,1.490621591680596e+26
1.0235033548045441e+29,1.0981221250088361e+21,1.5256564529317639e+26
1.0475591172961567e+29,1.1416088901358639e+21,1.5615147610203303e+26
1.0721802709087033e+29,1.1867954834297413e+21,1.598215870094542e+26
1.097380104230303e+29,1.233747403864041e+21,1.6357795892732946e+26
1.1231722181754755e+29,1.2825138688962354e+21,1.6742261928802938e+26
1.1495705333258607e+29,1.333178451742485e+21,1.7135764323810625e+26
1.1765892974434675e+29,1.385818181023675e+21,1.7538515466827843e+26
1.2042430931605107e+29,1.4405089373869247e+21,1.7950732739526343e+26
1.2325468458499842e+29,1.497329465072928e+21,1.837263863292683e+26
1.261515831681218e+29,1.5563601822672492e+21,1.8804460866260724e+26
1.2911656858647712e+29,1.6176593423916377e+21,1.924643251005779e+26
1.3215124110911037e+29,1.6813404325739026e+21,1.9698792117074207e+26
1.3525723861675865e+29,1.747494617176647e+21,2.0161783845911095e+26
1.3843623748585128e+29,1.8162164859910087e+21,2.063565759286409e+26
1.4168995349328736e+29,1.8876041824738927e+21,2.112066912759283e+26
1.4502014274247949e+29,1.96174989387204e+21,2.161708023186512e+26
1.4842860261116162e+29,2.0387411454139784e+21,2.2125158836580026e+26
1.5191717272147444e+29,2.118712317066353e+21,2.2645179178853877e+26
1.5548773593285048e+29,2.201776940543947e+21,2.317742193589173e+26
1.5914221935823557e+29,2.2880527935827385e+21,2.3722174383001108e+26
1.6288259540419477e+29,2.3776620545733e+21,2.4279730548431806e+26
1.6671088283546457e+29,2.4707090298692263e+21,2.4850391366062423e+26
1.7062914786452528e+29,2.5673220670427177e+21,2.543446484924057e+26
1.7463950526678227e+29,2.6676592746184227e+21,2.6032266250447866e+26
1.7874411952195755e+29,2.771861873319664e+21,2.6644118231703755e+26
1.8294520598230797e+29,2.880076331486314e+21,2.7270351038264183e+26
1.8724503206830057e+29,2.99245456178056e+21,2.791130267622351e+26
1.916459184923901e+29,3.1091126763299804e+21,2.8567319094414166e+26
1.961502405115595e+29,3.2302354438105827e+21,2.923875437652257e+26
2.007604292092994e+29,3.356007533210832e+21,2.992597093240903e+26
2.0547897280771813e+29,3.4866043855282383e+21,3.0629339685369663e+26
2.103084180104912e+29,3.622207922819849e+21,3.13492402774181e+26
2.152513713773742e+29,3.7630067957393974e+21,3.208606127621438e+26
2.203105007310213e+29,3.9091275503605834e+21,3.284020036860854e+26
2.2548853659686936e+29,4.060832362872499e+21,3.3612064612054016e+26
