1e+29,1.1487127074670974e+21,1.4885349030352148e+26
1.0235033548045441e+29,1.1935446294991164e+21,1.5235202965503187e+26
1.0475591172961567e+29,1.2402783890446127e+21,1.5593279560757394e+26
1.0721802709087033e+29,1.2874225125403142e+21,1.5959754866501418e+26
1.097380104230303e+29,1.3350596313784236e+21,1.6334826611968722e+26
1.1231722181754755e+29,1.3846428822950104e+21,1.671871208791827e+26
1.1495705333258607e+29,1.4362573135319524e+21,1.7111618365076558e+26
1.1765892974434675e+29,1.4899918414458894e+21,1.751375737703936e+26
1.2042430931605107e+29,1.5459394259800715e+21,1.792534603236365e+26
1.2325468458499842e+29,1.6041972730750134e+21,1.8346606337904188e+26
1.261515831681218e+29,1.6648670175561814e+21,1.8777765511726323e+26
1.2911656858647712e+29,1.7280549342622555e+21,1.921905610761375e+26
1.3215124110911037e+29,1.7938721567804138e+21,1.9670716141311898e+26
1.3525723861675865e+29,1.862434898153508e+21,2.013298921638095e+26
1.3843623748585128e+29,1.9338646892640186e+21,2.060612465589469e+26
1.4168995349328736e+29,2.0082886304033386e+21,2.1090377638031125e+26
1.4502014274247949e+29,2.0858396490783945e+21,2.158600933289682e+26
1.4842860261116162e+29,2.1666567715678095e+21,2.209328704520752e+26
1.5191717272147444e+29,2.250885409495963e+21,2.261248435029476e+26
1.5548773593285048e+29,2.338677656300357e+21,2.3143881249465538e+26
1.5914221935823557e+29,2.4301926001662613e+21,2.3687764317905306e+26
1.6288259540419477e+29,2.5255966428654443e+21,2.4244426854398948e+26
1.6671088283546457e+29,2.625063860829533e+21,2.4814169049182192e+26
1.7062914786452528e+29,2.72877635627824e+21,2.5397298141348254e+26
1.7463950526678227e+29,2.8369246247866985e+21,2.5994128579772727e+26
1.7874411952195755e+29,2.949707953660162e+21,2.660498219579333e+26
1.8294520598230797e+29,3.067334833798903e+21,2.723018837952585e+26
1.8724503206830057e+29,3.1900233907912395e+21,2.787008424286166e+26
1.916459184923901e+29,3.3180018367209553e+21,2.8525014816020817e+26
1.961502405115595e+29,3.4515089430503154e+21,2.9195333227817388e+26
2.007604292092994e+29,3.5907945813840395e+21,2.9881400893206025e+26
2.0547897280771813e+29,3.7361201342613197e+21,3.05835877129712e+26
2.103084180104912e+29,3.887759094282608e+21,3.1302272269725553e+26
2.152513713773742e+29,4.0459976630371583e+21,3.203784202985347e+26
2.203105007310213e+29,4.2111353036603345e+21,3.279069355303723e+26
2.2548853659686936e+29,4.3834853237940185e+21,3.3561232705601926e+26
2.3078827367686303e+29,4.563375760402238e+21,3.4349874877031086e+26
2.3621257235781853e+29,4.751149801473276e+21,3.515704520485144e+26
2.417643602552385e+29,4.94716659411372e+21,3.598317880238048e+26
2.47446633793411e+29,5.136681867725459e+21,3.682898835732654e+26
2.5326245982264766e+29,5.327152532282534e+21,3.7694804738218916e+26
2.5921497727453096e+29,5.525416736256862e+21,3.8580980772237034e+26
2.653073988560661e+29,5.731815399944053e+21,3.94879954581446e+26
2.715430127836509e+29,5.944670706130681e+21,4.0416375048740126e+26
2.779251845578e+29,6.158428262761653e+21,4.136672618334885e+26
2.8445735877958035e+29,6.380731013967744e+21,4.23394342430933e+26
2.911430610097404e+29,6.611947264458046e+21,4.333502566497677e+26
2.979858996715334e+29,6.852461939776446e+21,4.4354039305373085e+26
3.0498956799826477e+29,7.102677329632502e+21,4.5397026730421675e+26
3.121578460266127e+29,7.36301396001677e+21,4.646455252660065e+26
3.194946026367985e+29,7.633911390681817e+21,4.7557194602521234e+26
3.270037976407079e+29,7.915829094227834e+21,4.867554450404937e+26
3.3468948391909096e+29,8.209247382522754e+21,4.982020773956727e+26
3.425558096089911e+29,8.514668373660719e+21,5.099180411099011e+26
3.506070203425891e+29,8.832617048521613e+21,5.219096804804474e+26
3.58847461538665e+29,9.163642256060652e+21,5.3418348961067325e+26
3.6728158074791835e+29,9.508317844366684e+21,5.4674611594105915e+26
3.759139300534105e+29,9.867243881701432e+21,5.5960436387740034e+26
3.847491685274264e+29,1.0241047721711183e+22,5.727651985395213e+26
3.937920647460798e+29,1.0630385393223527e+22,5.86235749556746e+26
4.03047499363021e+29,1.1035942931219448e+22,6.0002331497362076e+26
4.125204677436345e+29,1.145843773327059e+22,6.1413536527291845e+26
4.222160826611497e+29,1.189862003456883e+22,6.285795474603624e+26
4.321395770561194e+29,1.2357274550332478e+22,6.433636891622645e+26
4.42296306860755e+29,1.283522192653493e+22,6.584958030525048e+26
4.526917538896429e+29,1.3333320478061847e+22,6.739840911990373e+26
4.633315287984026e+29,1.385246801141404e+22,6.89836949500454e+26
4.742213741118834e+29,1.4393603496910183e+22,7.060629724735121e+26
4.853671673235335e+29,1.4957709135516042e+22,7.226709578315305e+26
4.967749240676151e+29,1.5545812362495472e+22,7.396699113366966e+26
5.0845080136597674e+29,1.6158987955970377e+22,7.570690517807405e+26
5.204011009511362e+29,1.6798360246264439e+22,7.74877816042426e+26
5.326322726674662e+29,1.7465105414623764e+22,7.931058642339489e+26
5.451509179523203e+29,1.816045395584823e+22,8.117630850924124e+26
5.579637933989767e+29,1.8885693209369628e+22,8.308596013979468e+26
5.710778144033222e+29,1.9642169996964285e+22,8.504057754486397e+26
5.8450005889624724e+29,2.04312934852643e+22,8.704122150576257e+26
5.982377711637626e+29,2.125453804522644e+22,8.908897791610442e+26
6.122983657569045e+29,2.2113446323259187e+22,9.118495838557903e+26
6.266894314935315e+29,2.2962483292163266e+22,9.332948095002265e+26
6.414187355541821e+29,2.3766736868532266e+22,9.55230740327888e+26
6.564942276741942e+29,2.4602475255781124e+22,9.77682256802419e+26
6.719240444343558e+29,2.547103684871558e+22,1.0006614777571337e+27
6.877165136524009e+29,2.637381995810086e+22,1.02418080689858e+27
7.038801588777176e+29,2.729308104349747e+22,1.0482495997893391e+27
7.204237039916994e+29,2.8245940254547665e+22,1.0728835618959664e+27
7.373560779162203e+29,2.9236003823241872e+22,1.0980963420943922e+27
7.546864194327723e+29,3.0264850478316894e+22,1.123901536815637e+27
7.72424082114872e+29,3.1334129553676127e+22,1.1503130617268793e+27
7.905786393763921e+29,3.2445564235139076e+22,1.1773451591528292e+27
8.091598896385492e+29,3.3600954959980346e+22,1.2050124056787062e+27
8.281778616183299e+29,3.4802182992944045e+22,1.233329720123423e+27
8.476428197412143e+29,3.6051214152084807e+22,1.2623123715051385e+27
8.675652696811163e+29,3.7350102918441483e+22,1.2919759871966203e+27
8.879559640305318e+29,3.870099594082077e+22,1.3223365614827854e+27
9.088259081039523e+29,4.010613686039289e+22,1.353410464013665e+27
9.301863658776819e+29,4.156787064022853e+22,1.3852144486440025e+27
9.520488660692546e+29,4.308864815139337e+22,1.4177656624778937e+27
9.744252083597441e+29,4.467103124341646e+22,1.451081655021419e+27
9.973274697623151e+29,4.631769795022703e+22,1.4851803875880313e+27
1.0207680111404574e+30,4.803144763847335e+22,1.520080243042031e+27
